URL,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Employment Change, 2019-29",Job_Title,Yearly_Wage,Hourly_Wage,Job_Outlook_2019-29_Rate,Job_Outlook_2019-29_Discription
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Floor refinishers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/roofers.htm,No formal educational credential,None,Moderate-term on-the-job training,161600,3800,Terra cotta roofers,42100.0,20.24,0.02, Slower than average
https://www.bls.gov/ooh/life-physical-and-social-science/nuclear-technicians.htm,Associate's degree,None,Moderate-term on-the-job training,6700,-1300,Nuclear technicians,82080.0,39.46,-0.19, Decline
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,Employee relations managers,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Video equipment technicians,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/management/training-and-development-managers.htm,Bachelor's degree,5 years or more,None,42300,3100,Employee development directors,113350.0,54.5,0.07, Faster than average
https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,Associate's degree,None,None,112900,18300,Veterinary technicians,35320.0,16.98,0.16, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Sheet rock installation helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,Bachelor's degree,None,None,443700,14300,Severe emotional disorders elementary school teachers,61030.0,0.0,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,See How to Become One,None,See How to Become One,184600,-7100,Serials or bindery library technical assistants,30560.0,14.69,-0.04, Decline
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Paymasters,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/management/food-service-managers.htm,High school diploma or equivalent,Less than 5 years,None,352600,2200,Food service managers,55320.0,26.6,0.01, Slower than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Interviewers,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,Bachelor's degree,None,None,329200,5500,Structural engineers,87060.0,41.86,0.02, Slower than average
https://www.bls.gov/ooh/business-and-financial/management-analysts.htm,Bachelor's degree,Less than 5 years,None,876300,93800,Business analysts,85260.0,40.99,0.11, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Osteopathic physicians and surgeons,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/management/preschool-and-childcare-center-directors.htm,Bachelor's degree,Less than 5 years,None,69200,700,Preschool and childcare center directors,48210.0,23.18,0.01, Slower than average
https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,Bachelor's degree,None,None,328100,10800,Telecommunication engineers,101250.0,48.68,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/middle-school-teachers.htm,Bachelor's degree,None,None,627100,22500,Junior high school teachers,59660.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Middle school career and technical education teachers,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Payroll clerks,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/boilermakers.htm,High school diploma or equivalent,None,Apprenticeship,15900,100,Apprentice boilermakers,63100.0,30.34,0.01, Slower than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Automotive design drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,High school diploma or equivalent,None,Apprenticeship,52800,2100,Glaziers,44630.0,21.46,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Building inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Auditors,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Window glazier helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Pulmonary physicians,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,51800,-10400,Floral artists,28040.0,13.48,-0.2, Decline
https://www.bls.gov/ooh/healthcare/chiropractors.htm,Doctoral or professional degree,None,None,51100,2300,Chiropractors,70340.0,33.82,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,Associate's degree,None,None,112900,18300,Veterinary technologists,35320.0,16.98,0.16, Much faster than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Mortgage closing clerks,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Monument masons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Social security benefits interviewers,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/media-and-communication/announcers.htm,See How to Become One,None,See How to Become One,76000,700,Train announcers,39790.0,19.13,0.01, Slower than average
https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,High school diploma or equivalent,None,Apprenticeship,490200,20900,Apprentice plumbers,55160.0,26.52,0.04, As fast as average
https://www.bls.gov/ooh/arts-and-design/interior-designers.htm,Bachelor's degree,None,None,77900,-3800,Interior designers,56040.0,26.94,-0.05, Decline
https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,Bachelor's degree,None,None,487800,26800,Portfolio managers,81590.0,39.22,0.05, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Carpenter helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Structural metal fabricators and fitters,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/management/postsecondary-education-administrators.htm,Master's degree,Less than 5 years,None,190500,7100,Continuing education directors,95410.0,45.87,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/podiatrists.htm,Doctoral or professional degree,None,Internship/residency,10500,0,DPMs,126240.0,60.69,0.0, Little or no change
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,Administrative medical assistants,34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm,Master's degree,None,None,3200,100,Sociologists,83420.0,40.1,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Cut file clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,Postsecondary nondegree award,None,None,721700,65700,Licensed practical nurses,47480.0,22.83,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,468300,19200,Construction equipment operators,48160.0,23.16,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Objects conservators,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/management/public-relations-managers.htm,Bachelor's degree,5 years or more,None,88000,8100,Public relations coordinators,116180.0,55.86,0.09, Much faster than average
https://www.bls.gov/ooh/media-and-communication/photographers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,133500,-4800,Marine photographers,36280.0,17.44,-0.04, Decline
https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,Master's degree,None,None,45700,14900,Mathematicians and statisticians,92030.0,44.25,0.33, Much faster than average
https://www.bls.gov/ooh/business-and-financial/tax-examiners-and-collectors-and-revenue-agents.htm,Bachelor's degree,None,Moderate-term on-the-job training,57600,-2400,"Tax examiners and collectors, and revenue agents",54890.0,26.39,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Rock masons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,"Assistants, optometric",34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Blackjack dealers,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/healthcare/veterinarians.htm,Doctoral or professional degree,None,None,89200,14200,Food animal veterinarians,95460.0,45.9,0.16, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Gynecologists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Dog licensers,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/education-training-and-library/librarians.htm,Bachelor's degree,None,None,146500,7300,Film librarians,59500.0,28.61,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,Bachelor's degree,None,None,328100,10800,Electrical systems engineers,101250.0,48.68,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/librarians.htm,Bachelor's degree,None,None,146500,7300,Interlibrary loan services librarians,59500.0,28.61,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm,Bachelor's degree,None,None,316300,12400,Combustion engineers,88430.0,42.51,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,See How to Become One,None,See How to Become One,55100,17900,Certified occupational therapy assistants,59200.0,28.46,0.32, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,High school diploma or equivalent,None,Apprenticeship,28900,1900,Elevator installers and repairers,84990.0,40.86,0.07, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,No formal educational credential,None,Moderate-term on-the-job training,146900,-300,Drywall tapers,47360.0,22.77,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/boilermakers.htm,High school diploma or equivalent,None,Apprenticeship,15900,100,Boilermaker apprentices,63100.0,30.34,0.01, Slower than average
https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm,Bachelor's degree,None,None,66400,1900,Aerospace engineers,116500.0,56.01,0.03, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Order clerks,35390.0,17.01,-0.03, Decline
